1,2
1,5
1,6
1,9
1,10
1,11
1,15
1,17
1,18
1,19
1,20
1,22
1,23
1,24
1,27
1,29
1,32
1,33
2,3
2,7
2,8
2,9
2,11
2,12
2,15
2,16
2,20
2,21
2,23
2,24
2,26
2,27
2,28
2,31
3,4
3,6
3,7
3,8
3,9
3,10
3,11
3,14
3,17
3,22
3,24
3,25
3,27
3,28
3,31
3,33
4,5
4,6
4,8
4,12
4,17
4,18
4,20
4,21
4,24
4,25
4,28
4,29
4,32
4,33
4,34
5,7
5,9
5,11
5,12
5,13
5,14
5,15
5,16
5,18
5,19
5,22
5,23
5,24
5,25
5,27
5,29
5,30
5,31
5,32
5,33
5,34
6,7
6,8
6,11
6,12
6,15
6,18
6,20
6,21
6,22
6,24
6,25
6,26
6,27
6,30
6,31
7,8
7,12
7,13
7,14
7,15
7,20
7,21
7,22
7,23
7,24
7,25
7,26
7,28
7,30
8,9
8,10
8,17
8,18
8,19
8,20
8,21
8,22
8,23
8,24
8,26
8,27
8,30
8,31
8,33
8,34
9,10
9,12
9,16
9,18
9,21
9,22
9,24
9,25
9,29
9,30
9,31
9,33
9,34
10,12
10,13
10,17
10,19
10,21
10,23
10,24
10,28
10,29
10,30
10,33
10,34
11,15
11,17
11,18
11,27
11,28
11,29
12,13
12,15
12,16
12,18
12,19
12,21
12,24
12,26
12,27
12,28
12,29
12,31
12,34
13,15
13,16
13,18
13,20
13,21
13,24
13,27
13,28
13,31
13,32
13,34
14,15
14,16
14,17
14,19
14,22
14,25
14,26
14,29
14,31
14,33
15,16
15,19
15,20
15,22
15,25
15,26
15,27
15,28
15,29
15,31
15,34
16,17
16,18
16,19
16,22
16,23
16,24
16,26
16,27
16,30
16,31
16,32
16,34
17,19
17,21
17,23
17,24
17,25
17,27
17,29
17,31
18,19
18,21
18,22
18,23
18,24
18,28
18,29
18,33
18,34
19,20
19,25
19,26
19,27
19,30
19,32
19,34
20,22
20,23
20,25
20,26
20,27
20,31
20,34
21,23
21,26
21,27
21,29
21,30
21,31
21,32
21,33
21,34
22,23
22,24
22,26
22,27
22,28
22,30
22,32
22,34
23,25
23,26
23,27
23,31
23,32
23,33
24,25
24,26
24,28
24,30
24,31
25,26
25,28
25,32
26,28
26,32
26,34
27,28
27,29
27,30
27,31
27,32
27,33
28,30
28,32
28,33
29,34
30,32
30,33
32,33
32,34
